Time,SensorTimestamp,Value,Sensor
423,365524.0,MAX86915 IR
423,357511.0,MAX86915 RED
424,365604.0,MAX86915 IR
424,357530.0,MAX86915 RED
425,365655.0,MAX86915 IR
425,357603.0,MAX86915 RED
426,365739.0,MAX86915 IR
426,357598.0,MAX86915 RED
427,365740.0,MAX86915 IR
427,357634.0,MAX86915 RED
428,365757.0,MAX86915 IR
428,357653.0,MAX86915 RED
429,365767.0,MAX86915 IR
429,357630.0,MAX86915 RED
430,365798.0,MAX86915 IR
430,357591.0,MAX86915 RED
431,365841.0,MAX86915 IR
431,357671.0,MAX86915 RED
432,365881.0,MAX86915 IR
432,357719.0,MAX86915 RED
433,365976.0,MAX86915 IR
433,357744.0,MAX86915 RED
